,Store LocationKey,Month,Year,PizzaSizeKey,DoughKey,CheeseTypeKey,ToppingKey,Qunatity,ProfitKey
355,0.0,2.0,2016.0,2.0,0.0,0.0,0.0,100.0,511.5
356,4.0,3.0,2017.0,3.0,1.0,0.0,2.0,80.0,130.5
357,3.0,1.0,2019.0,0.0,1.0,2.0,1.0,40.0,135.0
358,1.0,2.0,2019.0,0.0,0.0,2.0,3.0,120.0,583.5
359,0.0,10.0,2016.0,4.0,0.0,1.0,2.0,60.0,298.5
360,3.0,6.0,2015.0,3.0,1.0,0.0,2.0,180.0,982.5
361,1.0,2.0,2015.0,2.0,2.0,1.0,0.0,140.0,769.5
362,0.0,11.0,2019.0,4.0,0.0,1.0,2.0,120.0,258.0
363,1.0,5.0,2018.0,0.0,2.0,1.0,2.0,180.0,928.5
364,3.0,12.0,2015.0,0.0,2.0,2.0,0.0,20.0,30.0
365,4.0,12.0,2019.0,0.0,2.0,0.0,0.0,100.0,184.5
366,4.0,6.0,2017.0,2.0,1.0,1.0,2.0,80.0,204.0
367,2.0,2.0,2015.0,4.0,2.0,1.0,1.0,60.0,318.0
368,4.0,5.0,2015.0,4.0,2.0,1.0,1.0,160.0,394.5
369,3.0,9.0,2019.0,1.0,0.0,0.0,0.0,180.0,930.0
370,1.0,3.0,2016.0,2.0,0.0,1.0,1.0,120.0,607.5
371,2.0,10.0,2019.0,2.0,1.0,2.0,0.0,60.0,334.5
372,0.0,10.0,2015.0,1.0,0.0,0.0,2.0,140.0,646.5
373,4.0,11.0,2018.0,2.0,0.0,2.0,0.0,120.0,708.0
374,1.0,2.0,2015.0,4.0,1.0,0.0,2.0,80.0,382.5
375,3.0,7.0,2017.0,0.0,2.0,0.0,0.0,100.0,478.5
376,3.0,3.0,2017.0,0.0,2.0,2.0,1.0,40.0,96.0
377,4.0,6.0,2016.0,4.0,0.0,2.0,2.0,100.0,498.0
378,3.0,3.0,2015.0,1.0,2.0,0.0,2.0,40.0,219.0
379,1.0,7.0,2019.0,2.0,2.0,0.0,2.0,160.0,247.5
380,4.0,1.0,2019.0,4.0,1.0,1.0,3.0,100.0,256.5
381,4.0,4.0,2016.0,3.0,0.0,1.0,2.0,160.0,373.5
382,0.0,5.0,2015.0,1.0,2.0,2.0,0.0,80.0,166.5
383,0.0,3.0,2019.0,2.0,1.0,2.0,2.0,180.0,454.5
384,4.0,6.0,2017.0,1.0,0.0,1.0,3.0,160.0,748.5
385,0.0,6.0,2015.0,1.0,1.0,0.0,1.0,40.0,81.0
386,4.0,11.0,2019.0,3.0,2.0,2.0,1.0,40.0,231.0
387,1.0,9.0,2017.0,2.0,1.0,2.0,3.0,120.0,544.5
388,3.0,5.0,2017.0,1.0,0.0,2.0,3.0,20.0,100.5
389,3.0,2.0,2018.0,2.0,1.0,1.0,1.0,180.0,832.5
390,1.0,12.0,2018.0,0.0,1.0,2.0,1.0,60.0,156.0
391,3.0,10.0,2016.0,2.0,0.0,1.0,0.0,40.0,196.5
392,1.0,1.0,2016.0,1.0,1.0,0.0,0.0,20.0,78.0
393,4.0,8.0,2018.0,0.0,0.0,1.0,2.0,80.0,381.0
394,1.0,5.0,2017.0,1.0,1.0,1.0,1.0,140.0,423.0
395,3.0,4.0,2019.0,3.0,0.0,1.0,3.0,160.0,945.0
396,1.0,12.0,2015.0,0.0,1.0,1.0,1.0,140.0,225.0
397,4.0,7.0,2017.0,0.0,1.0,2.0,0.0,60.0,178.5
398,4.0,5.0,2019.0,3.0,2.0,1.0,1.0,140.0,634.5
399,4.0,10.0,2019.0,2.0,0.0,0.0,3.0,120.0,477.0
400,2.0,9.0,2019.0,4.0,0.0,1.0,0.0,120.0,570.0
401,1.0,5.0,2018.0,2.0,1.0,2.0,2.0,80.0,423.0
402,3.0,2.0,2018.0,3.0,2.0,2.0,2.0,180.0,309.0
403,2.0,8.0,2019.0,1.0,2.0,1.0,3.0,60.0,193.5
404,4.0,5.0,2016.0,2.0,0.0,2.0,0.0,140.0,225.0
405,0.0,10.0,2019.0,0.0,0.0,0.0,0.0,20.0,37.5
406,1.0,8.0,2017.0,2.0,1.0,2.0,2.0,120.0,691.5
407,2.0,7.0,2019.0,1.0,0.0,0.0,2.0,100.0,429.0
408,0.0,10.0,2016.0,3.0,0.0,1.0,1.0,140.0,522.0
409,2.0,9.0,2015.0,2.0,0.0,1.0,3.0,100.0,499.5
410,1.0,7.0,2019.0,2.0,1.0,0.0,1.0,180.0,970.5
411,2.0,7.0,2016.0,1.0,1.0,2.0,2.0,160.0,937.5
412,0.0,6.0,2015.0,4.0,1.0,2.0,0.0,160.0,447.0
413,2.0,9.0,2016.0,4.0,2.0,1.0,3.0,180.0,801.0
414,2.0,8.0,2018.0,1.0,0.0,2.0,3.0,20.0,105.0
415,1.0,1.0,2015.0,0.0,1.0,2.0,2.0,140.0,699.0
416,4.0,10.0,2015.0,4.0,1.0,1.0,3.0,20.0,94.5
417,1.0,1.0,2016.0,3.0,0.0,0.0,1.0,160.0,580.5
418,2.0,5.0,2016.0,0.0,1.0,2.0,2.0,140.0,400.5
419,0.0,1.0,2015.0,0.0,1.0,0.0,0.0,160.0,885.0
420,3.0,11.0,2019.0,0.0,1.0,2.0,0.0,120.0,328.5
421,3.0,4.0,2018.0,0.0,1.0,0.0,0.0,60.0,210.0
422,4.0,11.0,2016.0,3.0,0.0,0.0,1.0,80.0,129.0
423,1.0,7.0,2016.0,2.0,1.0,1.0,1.0,180.0,409.5
424,1.0,5.0,2015.0,1.0,1.0,0.0,1.0,180.0,526.5
425,4.0,11.0,2015.0,0.0,1.0,2.0,2.0,180.0,949.5
426,4.0,9.0,2016.0,1.0,1.0,1.0,1.0,80.0,274.5
427,4.0,5.0,2015.0,2.0,0.0,1.0,3.0,160.0,508.5
428,1.0,4.0,2016.0,3.0,2.0,0.0,3.0,60.0,331.5
429,1.0,6.0,2018.0,3.0,1.0,0.0,2.0,80.0,325.5
430,3.0,12.0,2018.0,2.0,1.0,0.0,1.0,180.0,408.0
431,0.0,1.0,2015.0,4.0,1.0,0.0,3.0,60.0,186.0
432,4.0,6.0,2018.0,2.0,0.0,1.0,1.0,20.0,54.0
433,2.0,11.0,2015.0,0.0,0.0,2.0,3.0,40.0,172.5
434,1.0,9.0,2019.0,2.0,1.0,2.0,0.0,160.0,511.5
435,2.0,3.0,2019.0,4.0,1.0,0.0,0.0,160.0,825.0
436,4.0,3.0,2019.0,3.0,2.0,0.0,1.0,140.0,709.5
437,4.0,5.0,2018.0,3.0,2.0,0.0,0.0,120.0,237.0
438,2.0,11.0,2017.0,1.0,2.0,1.0,0.0,160.0,808.5
439,2.0,3.0,2016.0,3.0,1.0,1.0,1.0,160.0,486.0
440,3.0,6.0,2015.0,2.0,2.0,2.0,1.0,100.0,358.5
441,2.0,2.0,2019.0,4.0,2.0,2.0,3.0,120.0,696.0
442,2.0,1.0,2017.0,4.0,2.0,2.0,1.0,80.0,177.0
443,0.0,2.0,2015.0,4.0,2.0,1.0,2.0,40.0,69.0
444,3.0,11.0,2016.0,3.0,0.0,1.0,3.0,40.0,213.0
445,4.0,10.0,2016.0,1.0,2.0,2.0,3.0,80.0,279.0
446,3.0,10.0,2017.0,4.0,0.0,0.0,2.0,160.0,810.0
447,2.0,12.0,2019.0,3.0,0.0,1.0,1.0,120.0,181.5
448,0.0,6.0,2019.0,3.0,0.0,1.0,1.0,80.0,189.0
449,0.0,5.0,2015.0,0.0,2.0,2.0,0.0,100.0,414.0
450,1.0,9.0,2018.0,4.0,2.0,1.0,0.0,40.0,198.0
451,0.0,9.0,2019.0,2.0,0.0,1.0,1.0,180.0,1036.5
452,2.0,9.0,2018.0,1.0,0.0,0.0,0.0,140.0,420.0
453,1.0,3.0,2016.0,0.0,2.0,2.0,3.0,120.0,565.5
454,1.0,6.0,2015.0,1.0,2.0,1.0,0.0,160.0,879.0
455,3.0,1.0,2016.0,3.0,0.0,2.0,1.0,140.0,451.5
456,3.0,3.0,2018.0,1.0,2.0,2.0,1.0,40.0,105.0
457,3.0,12.0,2019.0,0.0,0.0,1.0,2.0,100.0,300.0
458,3.0,6.0,2015.0,0.0,0.0,2.0,2.0,180.0,388.5
459,3.0,5.0,2017.0,1.0,1.0,2.0,3.0,120.0,333.0
460,2.0,6.0,2018.0,2.0,1.0,0.0,0.0,40.0,90.0
461,0.0,9.0,2019.0,1.0,0.0,0.0,0.0,20.0,108.0
462,3.0,11.0,2019.0,1.0,1.0,0.0,3.0,160.0,423.0
463,1.0,4.0,2015.0,1.0,2.0,0.0,0.0,60.0,261.0
464,2.0,7.0,2019.0,3.0,1.0,2.0,1.0,140.0,604.5
465,2.0,6.0,2017.0,1.0,1.0,0.0,2.0,80.0,258.0
466,0.0,6.0,2016.0,4.0,0.0,0.0,1.0,180.0,397.5
467,0.0,8.0,2019.0,0.0,1.0,1.0,2.0,180.0,729.0
468,3.0,12.0,2019.0,3.0,2.0,2.0,3.0,60.0,156.0
469,4.0,4.0,2019.0,3.0,2.0,0.0,2.0,20.0,112.5
470,3.0,8.0,2016.0,3.0,0.0,1.0,1.0,40.0,189.0
471,3.0,12.0,2018.0,4.0,2.0,1.0,3.0,40.0,93.0
472,3.0,8.0,2019.0,4.0,2.0,1.0,0.0,100.0,454.5
473,2.0,10.0,2017.0,2.0,0.0,2.0,2.0,100.0,363.0
474,0.0,5.0,2015.0,4.0,0.0,2.0,2.0,180.0,349.5
475,4.0,12.0,2019.0,3.0,1.0,1.0,3.0,180.0,861.0
476,0.0,6.0,2015.0,4.0,0.0,0.0,3.0,140.0,403.5
477,2.0,2.0,2018.0,2.0,0.0,1.0,3.0,100.0,478.5
478,2.0,4.0,2019.0,4.0,0.0,0.0,3.0,80.0,465.0
479,1.0,9.0,2016.0,1.0,0.0,0.0,3.0,120.0,559.5
480,3.0,6.0,2019.0,2.0,2.0,2.0,0.0,40.0,141.0
481,3.0,1.0,2015.0,1.0,0.0,2.0,2.0,100.0,463.5
482,4.0,8.0,2018.0,4.0,2.0,0.0,0.0,180.0,507.0
483,2.0,7.0,2017.0,1.0,1.0,1.0,3.0,160.0,702.0
484,0.0,1.0,2018.0,2.0,0.0,0.0,1.0,120.0,343.5
485,4.0,10.0,2017.0,1.0,2.0,0.0,1.0,160.0,645.0
486,0.0,10.0,2017.0,4.0,1.0,2.0,0.0,20.0,73.5
487,1.0,10.0,2015.0,1.0,0.0,0.0,0.0,140.0,487.5
488,0.0,11.0,2018.0,4.0,1.0,0.0,2.0,40.0,214.5
489,1.0,2.0,2016.0,4.0,2.0,1.0,2.0,180.0,939.0
490,2.0,10.0,2017.0,4.0,0.0,2.0,0.0,180.0,727.5
491,0.0,2.0,2017.0,0.0,0.0,2.0,3.0,120.0,357.0
492,4.0,2.0,2019.0,4.0,2.0,2.0,2.0,20.0,72.0
493,0.0,1.0,2017.0,0.0,1.0,1.0,2.0,20.0,49.5
494,4.0,8.0,2017.0,4.0,1.0,2.0,2.0,140.0,624.0
495,1.0,1.0,2015.0,2.0,2.0,0.0,2.0,60.0,123.0
496,4.0,11.0,2015.0,0.0,2.0,1.0,1.0,60.0,334.5
497,0.0,5.0,2017.0,4.0,0.0,2.0,0.0,120.0,252.0
498,4.0,11.0,2015.0,3.0,0.0,1.0,2.0,60.0,276.0
499,4.0,9.0,2018.0,3.0,2.0,0.0,3.0,100.0,598.5
500,2.0,5.0,2019.0,4.0,2.0,1.0,1.0,100.0,546.0
501,0.0,1.0,2017.0,1.0,2.0,0.0,1.0,120.0,252.0
502,2.0,1.0,2016.0,4.0,0.0,1.0,3.0,80.0,216.0
503,3.0,10.0,2015.0,3.0,0.0,1.0,2.0,160.0,660.0
504,1.0,3.0,2017.0,0.0,2.0,1.0,1.0,120.0,610.5
505,2.0,7.0,2018.0,1.0,1.0,2.0,3.0,140.0,409.5
506,0.0,3.0,2016.0,2.0,1.0,0.0,0.0,60.0,163.5
507,3.0,12.0,2018.0,1.0,1.0,1.0,0.0,160.0,622.5
508,1.0,2.0,2016.0,3.0,0.0,1.0,3.0,80.0,168.0
509,3.0,5.0,2016.0,0.0,2.0,2.0,0.0,100.0,273.0
510,1.0,5.0,2015.0,2.0,1.0,2.0,2.0,140.0,828.0
511,2.0,6.0,2018.0,0.0,1.0,2.0,0.0,140.0,445.5
512,2.0,9.0,2015.0,0.0,2.0,2.0,3.0,60.0,108.0
513,3.0,11.0,2018.0,1.0,1.0,0.0,0.0,160.0,426.0
514,4.0,2.0,2017.0,1.0,2.0,1.0,0.0,80.0,222.0
515,1.0,2.0,2019.0,4.0,1.0,0.0,2.0,100.0,450.0
516,4.0,5.0,2019.0,4.0,1.0,1.0,2.0,180.0,927.0
517,1.0,3.0,2019.0,4.0,0.0,1.0,0.0,20.0,61.5
518,0.0,4.0,2018.0,0.0,2.0,2.0,2.0,80.0,312.0
519,2.0,6.0,2018.0,1.0,1.0,2.0,1.0,140.0,391.5
520,1.0,5.0,2017.0,0.0,1.0,0.0,3.0,20.0,97.5
521,3.0,12.0,2019.0,4.0,0.0,2.0,0.0,60.0,322.5
522,0.0,9.0,2018.0,0.0,2.0,1.0,3.0,180.0,846.0
523,0.0,2.0,2018.0,4.0,0.0,2.0,1.0,80.0,261.0
524,0.0,5.0,2019.0,3.0,2.0,2.0,1.0,60.0,154.5
525,1.0,2.0,2019.0,2.0,0.0,0.0,3.0,40.0,75.0
526,0.0,3.0,2017.0,1.0,1.0,1.0,3.0,160.0,619.5
527,1.0,2.0,2018.0,2.0,0.0,0.0,1.0,20.0,34.5
528,2.0,7.0,2018.0,3.0,0.0,1.0,3.0,180.0,907.5
529,0.0,2.0,2015.0,2.0,0.0,2.0,0.0,40.0,70.5
530,1.0,4.0,2019.0,0.0,2.0,1.0,1.0,160.0,472.5
531,2.0,8.0,2015.0,3.0,2.0,1.0,0.0,80.0,208.5
532,0.0,4.0,2015.0,3.0,2.0,0.0,0.0,160.0,771.0
533,1.0,3.0,2017.0,2.0,0.0,0.0,1.0,160.0,723.0
534,3.0,8.0,2015.0,0.0,2.0,0.0,3.0,120.0,523.5
535,2.0,3.0,2017.0,0.0,0.0,0.0,2.0,140.0,823.5
536,3.0,2.0,2015.0,3.0,0.0,1.0,2.0,180.0,322.5
537,2.0,3.0,2019.0,1.0,2.0,0.0,2.0,40.0,132.0
538,2.0,9.0,2018.0,4.0,1.0,2.0,2.0,160.0,822.0
539,3.0,2.0,2019.0,3.0,0.0,2.0,1.0,140.0,336.0
540,2.0,7.0,2019.0,1.0,2.0,2.0,0.0,20.0,67.5
541,0.0,10.0,2017.0,3.0,2.0,2.0,1.0,120.0,391.5
542,4.0,2.0,2019.0,0.0,1.0,1.0,1.0,120.0,292.5
543,2.0,12.0,2017.0,3.0,1.0,2.0,1.0,160.0,301.5
544,3.0,12.0,2015.0,0.0,1.0,0.0,0.0,100.0,238.5
545,4.0,11.0,2018.0,4.0,1.0,2.0,2.0,20.0,103.5
546,4.0,6.0,2015.0,3.0,1.0,2.0,3.0,140.0,493.5
547,0.0,11.0,2015.0,1.0,1.0,1.0,1.0,160.0,253.5
548,0.0,7.0,2016.0,2.0,1.0,1.0,2.0,100.0,219.0
549,4.0,1.0,2015.0,1.0,0.0,1.0,1.0,140.0,321.0
550,1.0,9.0,2017.0,2.0,1.0,2.0,0.0,40.0,85.5
551,3.0,7.0,2018.0,4.0,1.0,0.0,3.0,100.0,363.0
552,1.0,12.0,2016.0,4.0,2.0,1.0,3.0,180.0,783.0
553,2.0,3.0,2016.0,4.0,1.0,0.0,0.0,160.0,504.0
554,4.0,3.0,2018.0,0.0,2.0,2.0,2.0,180.0,1065.0
555,3.0,6.0,2019.0,1.0,2.0,0.0,2.0,180.0,870.0
556,1.0,6.0,2015.0,2.0,1.0,0.0,0.0,20.0,79.5
557,0.0,10.0,2019.0,4.0,2.0,0.0,1.0,100.0,579.0
558,1.0,2.0,2017.0,3.0,2.0,2.0,2.0,60.0,301.5
559,2.0,8.0,2016.0,3.0,1.0,2.0,1.0,80.0,322.5
560,4.0,1.0,2018.0,4.0,1.0,2.0,2.0,140.0,295.5
561,1.0,2.0,2016.0,3.0,1.0,2.0,3.0,140.0,210.0
562,3.0,10.0,2019.0,1.0,0.0,2.0,0.0,40.0,87.0
563,0.0,6.0,2019.0,4.0,0.0,1.0,2.0,120.0,667.5
564,0.0,4.0,2015.0,2.0,1.0,0.0,3.0,180.0,952.5
565,4.0,10.0,2016.0,4.0,0.0,2.0,1.0,20.0,51.0
566,3.0,1.0,2015.0,0.0,1.0,1.0,2.0,40.0,63.0
567,0.0,5.0,2018.0,2.0,2.0,2.0,0.0,80.0,154.5
568,3.0,4.0,2019.0,0.0,2.0,2.0,2.0,120.0,595.5
569,4.0,2.0,2017.0,1.0,1.0,1.0,1.0,80.0,451.5
570,1.0,6.0,2016.0,3.0,1.0,0.0,1.0,160.0,543.0
571,0.0,3.0,2017.0,0.0,0.0,2.0,1.0,80.0,303.0
572,4.0,2.0,2018.0,4.0,0.0,2.0,1.0,180.0,882.0
573,3.0,3.0,2016.0,4.0,1.0,2.0,3.0,60.0,180.0
574,4.0,3.0,2015.0,2.0,1.0,1.0,0.0,120.0,402.0
575,3.0,3.0,2017.0,4.0,0.0,2.0,3.0,180.0,456.0
576,1.0,7.0,2016.0,3.0,1.0,2.0,2.0,160.0,687.0
577,2.0,2.0,2016.0,0.0,0.0,1.0,1.0,160.0,678.0
578,1.0,12.0,2016.0,4.0,2.0,2.0,2.0,40.0,73.5
579,3.0,3.0,2019.0,1.0,1.0,1.0,0.0,160.0,336.0
580,2.0,12.0,2018.0,1.0,2.0,2.0,3.0,120.0,639.0
581,4.0,4.0,2016.0,3.0,2.0,2.0,3.0,60.0,352.5
582,1.0,8.0,2015.0,3.0,1.0,1.0,1.0,160.0,474.0
583,0.0,3.0,2017.0,1.0,1.0,1.0,2.0,120.0,562.5
584,3.0,7.0,2019.0,2.0,0.0,2.0,1.0,40.0,142.5
585,4.0,1.0,2018.0,0.0,1.0,2.0,0.0,140.0,237.0
586,0.0,7.0,2017.0,4.0,0.0,0.0,0.0,20.0,100.5
587,1.0,11.0,2019.0,3.0,1.0,2.0,0.0,140.0,559.5
588,3.0,2.0,2015.0,4.0,1.0,2.0,3.0,100.0,222.0
589,2.0,5.0,2017.0,0.0,2.0,2.0,2.0,120.0,651.0
590,0.0,4.0,2017.0,3.0,1.0,1.0,0.0,120.0,556.5
591,1.0,4.0,2017.0,4.0,1.0,0.0,1.0,180.0,298.5
592,0.0,7.0,2015.0,2.0,1.0,1.0,1.0,140.0,349.5
593,4.0,7.0,2019.0,3.0,2.0,2.0,3.0,60.0,315.0
594,1.0,1.0,2015.0,0.0,2.0,0.0,3.0,80.0,370.5
595,1.0,3.0,2016.0,4.0,2.0,1.0,1.0,100.0,465.0
596,3.0,11.0,2016.0,2.0,1.0,0.0,3.0,40.0,84.0
597,3.0,1.0,2015.0,2.0,1.0,1.0,3.0,100.0,534.0
598,0.0,7.0,2017.0,2.0,2.0,2.0,2.0,180.0,697.5
599,4.0,10.0,2017.0,2.0,1.0,2.0,0.0,160.0,454.5
600,1.0,6.0,2015.0,4.0,0.0,1.0,0.0,140.0,561.0
601,1.0,5.0,2018.0,2.0,0.0,1.0,2.0,100.0,258.0
602,4.0,9.0,2017.0,2.0,2.0,1.0,3.0,180.0,624.0
603,2.0,12.0,2015.0,3.0,2.0,1.0,3.0,60.0,246.0
604,1.0,3.0,2017.0,1.0,1.0,1.0,0.0,160.0,556.5
605,4.0,3.0,2019.0,1.0,0.0,1.0,3.0,20.0,75.0
606,1.0,4.0,2018.0,2.0,0.0,1.0,1.0,40.0,106.5
607,1.0,5.0,2015.0,0.0,0.0,0.0,3.0,140.0,598.5
608,0.0,2.0,2016.0,0.0,0.0,2.0,3.0,160.0,697.5
609,4.0,3.0,2018.0,1.0,2.0,1.0,2.0,120.0,607.5
610,2.0,3.0,2018.0,3.0,2.0,1.0,0.0,20.0,91.5
611,2.0,1.0,2017.0,0.0,2.0,2.0,1.0,120.0,699.0
612,2.0,6.0,2018.0,1.0,1.0,0.0,2.0,80.0,232.5
613,1.0,3.0,2016.0,2.0,1.0,1.0,0.0,20.0,76.5
614,4.0,6.0,2017.0,1.0,2.0,0.0,0.0,60.0,297.0
615,3.0,5.0,2017.0,0.0,1.0,2.0,3.0,20.0,39.0
616,1.0,5.0,2016.0,3.0,0.0,1.0,3.0,140.0,237.0
617,2.0,4.0,2019.0,2.0,0.0,0.0,0.0,20.0,82.5
618,0.0,12.0,2016.0,2.0,0.0,2.0,1.0,20.0,81.0
619,0.0,5.0,2016.0,3.0,2.0,2.0,0.0,60.0,312.0
620,0.0,11.0,2019.0,2.0,2.0,1.0,0.0,180.0,1008.0
621,4.0,9.0,2016.0,3.0,2.0,1.0,2.0,40.0,192.0
622,1.0,4.0,2017.0,0.0,0.0,0.0,1.0,80.0,478.5
623,2.0,11.0,2017.0,4.0,0.0,1.0,2.0,180.0,711.0
624,1.0,10.0,2016.0,4.0,1.0,0.0,3.0,120.0,262.5
625,4.0,4.0,2015.0,0.0,2.0,1.0,2.0,120.0,399.0
626,0.0,6.0,2018.0,4.0,1.0,1.0,0.0,100.0,499.5
627,1.0,8.0,2016.0,1.0,0.0,0.0,0.0,120.0,373.5
628,3.0,9.0,2016.0,1.0,2.0,2.0,2.0,40.0,145.5
629,0.0,9.0,2016.0,0.0,0.0,2.0,3.0,100.0,171.0
630,1.0,1.0,2019.0,1.0,0.0,0.0,3.0,180.0,754.5
631,1.0,8.0,2015.0,3.0,1.0,2.0,2.0,180.0,919.5
632,0.0,1.0,2018.0,0.0,1.0,2.0,2.0,120.0,636.0
633,0.0,2.0,2016.0,2.0,0.0,2.0,3.0,40.0,213.0
634,4.0,6.0,2019.0,2.0,1.0,2.0,1.0,60.0,267.0
635,4.0,2.0,2016.0,1.0,1.0,0.0,0.0,140.0,268.5
636,2.0,2.0,2016.0,4.0,1.0,2.0,1.0,40.0,70.5
637,2.0,7.0,2018.0,2.0,2.0,1.0,3.0,40.0,234.0
638,2.0,8.0,2015.0,0.0,1.0,1.0,0.0,120.0,604.5
639,3.0,5.0,2016.0,2.0,0.0,2.0,2.0,140.0,616.5
640,1.0,7.0,2019.0,1.0,2.0,0.0,2.0,40.0,223.5
641,0.0,3.0,2019.0,0.0,1.0,1.0,1.0,20.0,40.5
642,4.0,5.0,2019.0,0.0,1.0,1.0,1.0,120.0,507.0
643,2.0,9.0,2016.0,1.0,0.0,2.0,3.0,180.0,535.5
644,3.0,4.0,2017.0,0.0,2.0,0.0,0.0,140.0,390.0
645,2.0,9.0,2018.0,4.0,1.0,1.0,0.0,80.0,210.0
646,2.0,7.0,2018.0,1.0,1.0,0.0,1.0,160.0,937.5
647,2.0,5.0,2015.0,3.0,0.0,2.0,1.0,140.0,522.0
648,3.0,8.0,2015.0,4.0,1.0,0.0,2.0,180.0,741.0
649,2.0,2.0,2016.0,3.0,2.0,2.0,2.0,160.0,904.5
650,4.0,1.0,2016.0,1.0,1.0,0.0,3.0,40.0,223.5
651,1.0,12.0,2015.0,1.0,2.0,1.0,3.0,80.0,370.5
652,4.0,4.0,2019.0,2.0,0.0,0.0,0.0,40.0,186.0
653,3.0,1.0,2019.0,3.0,1.0,1.0,2.0,20.0,114.0
654,3.0,12.0,2018.0,3.0,1.0,0.0,2.0,20.0,118.5
655,2.0,12.0,2019.0,4.0,0.0,0.0,0.0,20.0,75.0
656,0.0,9.0,2019.0,0.0,2.0,2.0,1.0,20.0,112.5
657,4.0,12.0,2015.0,4.0,2.0,2.0,3.0,180.0,588.0
658,4.0,6.0,2017.0,3.0,0.0,2.0,3.0,160.0,505.5
659,2.0,12.0,2016.0,3.0,2.0,0.0,1.0,80.0,232.5
660,4.0,7.0,2018.0,2.0,1.0,1.0,0.0,120.0,592.5
661,4.0,8.0,2018.0,0.0,1.0,2.0,2.0,20.0,117.0
662,3.0,12.0,2018.0,0.0,1.0,0.0,3.0,40.0,204.0
663,3.0,3.0,2016.0,4.0,0.0,2.0,0.0,60.0,145.5
664,1.0,7.0,2016.0,1.0,0.0,2.0,0.0,100.0,477.0
665,4.0,5.0,2019.0,2.0,1.0,1.0,2.0,180.0,303.0
666,4.0,9.0,2017.0,1.0,2.0,0.0,1.0,160.0,529.5
667,2.0,5.0,2015.0,0.0,0.0,2.0,3.0,80.0,244.5
668,2.0,2.0,2019.0,3.0,0.0,2.0,2.0,40.0,124.5
669,3.0,6.0,2015.0,3.0,0.0,0.0,1.0,20.0,64.5
670,1.0,4.0,2018.0,3.0,1.0,2.0,0.0,160.0,724.5
671,1.0,12.0,2019.0,1.0,2.0,0.0,3.0,180.0,853.5
672,2.0,2.0,2015.0,2.0,1.0,2.0,2.0,160.0,589.5
673,3.0,9.0,2019.0,4.0,0.0,1.0,3.0,80.0,343.5
674,4.0,7.0,2017.0,2.0,0.0,1.0,3.0,120.0,361.5
675,0.0,8.0,2015.0,3.0,2.0,1.0,3.0,160.0,591.0
676,2.0,11.0,2018.0,2.0,0.0,0.0,0.0,20.0,64.5
677,3.0,12.0,2017.0,3.0,0.0,1.0,0.0,100.0,231.0
678,2.0,10.0,2017.0,2.0,0.0,1.0,3.0,180.0,442.5
679,1.0,11.0,2016.0,0.0,0.0,2.0,0.0,180.0,624.0
680,3.0,5.0,2019.0,2.0,1.0,1.0,3.0,100.0,400.5
681,0.0,8.0,2016.0,3.0,1.0,2.0,2.0,40.0,150.0
682,1.0,10.0,2019.0,2.0,1.0,2.0,3.0,40.0,67.5
683,1.0,2.0,2015.0,0.0,1.0,2.0,3.0,60.0,339.0
684,2.0,1.0,2018.0,2.0,0.0,0.0,2.0,80.0,325.5
685,3.0,12.0,2017.0,1.0,1.0,2.0,1.0,140.0,595.5
686,0.0,10.0,2019.0,3.0,1.0,0.0,1.0,100.0,202.5
687,3.0,10.0,2019.0,0.0,1.0,1.0,2.0,120.0,516.0
688,2.0,6.0,2015.0,2.0,1.0,0.0,2.0,60.0,226.5
689,3.0,8.0,2019.0,1.0,2.0,0.0,0.0,40.0,192.0
690,0.0,7.0,2018.0,3.0,1.0,1.0,1.0,100.0,313.5
691,0.0,6.0,2015.0,2.0,2.0,2.0,2.0,100.0,471.0
692,0.0,2.0,2017.0,1.0,2.0,2.0,2.0,140.0,258.0
693,1.0,11.0,2019.0,3.0,1.0,0.0,0.0,60.0,141.0
694,1.0,12.0,2019.0,3.0,1.0,2.0,2.0,140.0,361.5
695,1.0,1.0,2015.0,2.0,1.0,1.0,0.0,60.0,336.0
696,4.0,10.0,2018.0,4.0,1.0,1.0,0.0,160.0,936.0
697,3.0,7.0,2016.0,4.0,1.0,1.0,0.0,100.0,523.5
698,0.0,7.0,2016.0,1.0,1.0,2.0,0.0,120.0,214.5
699,3.0,10.0,2016.0,0.0,0.0,1.0,0.0,20.0,33.0
700,1.0,11.0,2018.0,4.0,2.0,0.0,3.0,120.0,355.5
701,1.0,12.0,2017.0,2.0,2.0,1.0,1.0,140.0,585.0
702,4.0,6.0,2015.0,3.0,2.0,0.0,3.0,60.0,222.0
703,1.0,4.0,2016.0,3.0,1.0,0.0,3.0,40.0,237.0
704,0.0,6.0,2017.0,1.0,0.0,2.0,0.0,80.0,426.0
705,3.0,9.0,2016.0,1.0,2.0,1.0,1.0,120.0,222.0
706,3.0,9.0,2016.0,2.0,0.0,2.0,3.0,180.0,580.5
707,3.0,6.0,2019.0,1.0,2.0,1.0,1.0,100.0,210.0
708,2.0,3.0,2016.0,3.0,1.0,1.0,2.0,100.0,367.5
709,3.0,6.0,2016.0,3.0,2.0,0.0,3.0,100.0,168.0
710,4.0,3.0,2018.0,3.0,1.0,1.0,2.0,100.0,291.0
711,4.0,11.0,2015.0,1.0,2.0,0.0,3.0,80.0,333.0
